Date,PM2
2019-09-18,2.023529411764706
2019-09-19,1.7899999999999998
2019-09-20,1.92
2019-09-21,1.1722222222222225
2019-09-22,3.1
2019-09-23,3.966666666666667
2019-09-24,3.5176470588235293
2019-09-25,2.7
2019-09-26,3.455555555555556
2019-09-27,4.576470588235294
2019-09-28,6.488888888888889
2019-09-29,4.6
2019-09-30,2.1555555555555554
2019-10-01,2.77
2019-10-02,2.575
2019-10-03,2.652941176470588
2019-10-04,3.05
2019-10-05,2.275
2019-10-06,1.85
2019-10-07,2.833333333333333
2019-10-08,2.4
2019-10-09,2.18
2019-10-10,2.1666666666666665
2019-10-11,1.2444444444444445
2019-10-12,2.0058823529411764
2019-10-13,3.2299999999999995
2019-10-14,3.0444444444444443
2019-10-15,3.321428571428572
2019-10-16,4.888888888888889
2019-10-17,4.988888888888889
2019-10-18,4.0
2019-10-19,6.088888888888889
2019-10-20,7.888888888888889
2019-10-21,6.65625
2019-10-22,7.409090909090909
2019-10-23,4.0
2019-10-24,4.40625
2019-10-25,2.76
2019-10-26,5.0375
2019-10-27,3.54375
2019-10-28,6.325
2019-10-29,8.055555555555555
2019-10-30,4.821052631578947
2019-10-31,4.6625
2019-11-01,4.944444444444445
2019-11-02,2.1
2019-11-03,2.85
2019-11-04,11.55
2019-11-05,9.515789473684212
2019-11-06,3.711111111111111
2019-11-07,2.37
2019-11-08,4.022222222222222
2019-11-09,14.97
2019-11-10,15.4
2019-11-11,6.768421052631578
2019-11-12,10.61
2019-11-13,2.99
2019-11-14,2.294117647058824
2019-11-15,3.26
2019-11-16,2.3777777777777778
2019-11-17,4.033333333333333
2019-11-18,4.577777777777778
2019-11-19,7.27
2019-11-20,7.358823529411765
2019-11-21,8.3
2019-11-22,5.08
2019-11-23,7.161111111111111
2019-11-24,5.55
2019-11-25,4.855555555555556
2019-11-26,5.322222222222222
2019-11-27,7.51
2019-11-28,4.25
2019-11-29,4.4
2019-11-30,4.7700000000000005
2019-12-01,3.43
2019-12-02,2.25
2019-12-03,8.663636363636364
2019-12-04,8.327272727272726
2019-12-05,10.793333333333331
2019-12-06,12.666666666666666
2019-12-07,14.788888888888888
2019-12-08,7.729411764705882
2019-12-09,9.7
2019-12-10,9.77777777777778
2019-12-11,12.016666666666667
2019-12-12,13.28
2019-12-13,15.91
2019-12-14,18.552941176470583
2019-12-15,29.45555555555556
2019-12-16,27.944444444444443
2019-12-17,15.3875
2019-12-18,13.325
2019-12-19,16.1
2019-12-20,24.86470588235294
2019-12-21,26.5625
2019-12-22,30.01111111111112
2019-12-23,8.56875
2019-12-24,6.736363636363635
2019-12-25,5.7
2019-12-26,2.79375
2019-12-27,11.4125
2019-12-28,3.955555555555556
2019-12-29,3.006666666666667
2019-12-30,4.522222222222222
2019-12-31,9.92
2020-01-01,7.346666666666667
2020-01-02,9.2
2020-01-03,33.34444444444445
2020-01-04,21.41333333333333
2020-01-05,26.73333333333333
2020-01-06,25.78333333333333
2020-01-07,14.314285714285717
2020-01-08,28.514285714285712
2020-01-09,28.457142857142856
2020-01-10,29.66875
2020-01-11,39.4
2020-01-12,34.63333333333333
2020-01-13,9.336363636363636
2020-01-14,8.122222222222222
2020-01-15,11.385714285714286
2020-01-16,11.68235294117647
2020-01-17,25.942857142857143
2020-01-18,34.71111111111111
2020-01-19,23.464285714285715
2020-01-20,19.27142857142857
2020-01-21,11.675
2020-01-22,7.873333333333333
2020-01-23,12.5875
2020-01-24,8.0
2020-01-25,13.9125
2020-01-26,13.885714285714286
2020-01-27,13.271428571428572
2020-01-28,8.7
2020-01-29,10.5375
2020-01-30,7.666666666666667
2020-01-31,6.066666666666666
2020-02-01,15.38
2020-02-02,17.1625
2020-02-03,14.38125
2020-02-04,12.544444444444444
2020-02-05,16.79
2020-02-06,6.3375
2020-02-07,6.055555555555555
2020-02-08,10.4625
2020-02-09,5.811111111111111
2020-02-10,3.922222222222222
2020-02-11,13.177777777777775
2020-02-12,4.300000000000001
2020-02-13,14.088888888888889
2020-02-14,17.84
2020-02-15,9.038888888888888
2020-02-16,15.71
2020-02-17,16.11111111111111
2020-02-18,6.926666666666667
2020-02-19,3.58
2020-02-20,12.144444444444444
2020-02-21,7.815789473684211
2020-02-22,5.3875
2020-02-23,7.088888888888889
2020-02-24,14.333333333333334
2020-02-25,20.55454545454545
2020-02-26,18.12222222222222
2020-02-27,16.944444444444443
2020-02-28,16.844444444444445
2020-02-29,19.09
2020-03-01,2.86
2020-03-02,4.022222222222222
2020-03-03,11.122222222222222
2020-03-04,11.310526315789474
2020-03-05,15.775
2020-03-06,16.46
2020-03-07,6.352941176470588
2020-03-08,6.933333333333334
2020-03-09,2.3666666666666667
2020-03-10,3.847058823529412
2020-03-11,14.2
2020-03-12,8.533333333333333
2020-03-13,8.176470588235293
2020-03-14,12.0
2020-03-15,7.522222222222222
2020-03-16,4.7294117647058815
2020-03-17,10.477777777777778
2020-03-18,3.9125
2020-03-19,3.24
2020-03-20,2.9285714285714284
2020-03-21,2.75
2020-03-22,2.423529411764706
2020-03-23,3.7375
2020-03-24,4.1125
2020-03-25,2.5352941176470587
2020-03-26,2.0
2020-03-27,3.2142857142857144
2020-03-28,2.8823529411764706
2020-03-29,3.1375
2020-03-30,3.7
2020-03-31,2.6125
2020-04-01,6.4
2020-04-02,5.12
2020-04-03,3.647368421052632
2020-04-04,4.0200000000000005
2020-04-05,2.88
2020-04-06,2.7294117647058824
2020-04-07,3.6181818181818177
2020-04-08,5.29
2020-04-09,3.4833333333333334
2020-04-10,5.39
2020-04-11,5.25
2020-04-12,5.561111111111111
2020-04-13,2.54
2020-04-14,3.2
2020-04-15,3.6
2020-04-16,1.7999999999999998
2020-04-17,3.742857142857143
2020-04-18,3.2666666666666666
2020-04-19,4.828571428571428
2020-04-20,1.65
2020-04-21,1.7866666666666666
2020-04-22,2.663636363636364
2020-04-23,3.566666666666667
2020-04-24,1.675
2020-04-25,2.988888888888889
2020-04-26,3.6333333333333337
2020-04-27,3.923529411764706
2020-04-28,4.65
2020-04-29,3.844444444444445
2020-04-30,3.317647058823529
2020-05-01,4.977777777777778
2020-05-02,6.011111111111111
2020-05-03,2.6666666666666665
2020-05-04,2.8777777777777778
2020-05-05,3.388888888888889
2020-05-06,3.235294117647059
2020-05-07,3.6333333333333337
2020-05-08,3.59
2020-05-09,4.041176470588235
2020-05-10,5.966666666666667
2020-05-11,4.133333333333334
2020-05-12,2.188235294117648
2020-05-13,2.6888888888888887
2020-05-14,3.033333333333333
2020-05-15,2.7823529411764705
2020-05-16,3.355555555555556
2020-05-17,2.7333333333333334
2020-05-18,2.466666666666667
2020-05-19,2.477777777777778
2020-05-20,3.6857142857142855
2020-05-21,3.738888888888889
2020-05-22,3.1
2020-05-23,3.311111111111112
2020-05-24,3.1
2020-05-25,2.675
2020-05-26,1.5142857142857142
2020-05-27,2.0176470588235293
2020-05-28,3.2
2020-05-29,3.577777777777778
2020-05-30,3.6294117647058814
2020-05-31,4.722222222222222
2020-06-01,4.855555555555556
2020-06-02,1.7294117647058822
2020-06-03,1.9444444444444444
2020-06-04,2.888888888888889
2020-06-05,2.988235294117647
2020-06-06,4.48
2020-06-07,3.5
2020-06-08,2.8294117647058825
2020-06-09,5.675
2020-06-10,4.55
2020-06-11,3.511764705882353
2020-06-12,4.644444444444444
2020-06-13,4.655555555555555
2020-06-14,3.2
2020-06-15,4.3875
2020-06-16,4.3
2020-06-17,2.353333333333333
2020-06-18,2.414285714285714
2020-06-19,3.0375
2020-06-20,2.0277777777777777
2020-06-21,1.5625
2020-06-22,1.4285714285714286
2020-06-23,1.2875
2020-06-24,1.3375
2020-06-25,1.3888888888888888
2020-06-26,1.6388888888888888
2020-06-27,2.477777777777778
2020-06-28,2.533333333333333
2020-06-29,1.725
2020-06-30,2.23
2020-07-01,3.35
2020-07-02,5.183333333333334
2020-07-03,9.38888888888889
2020-07-04,7.377777777777778
2020-07-05,5.405882352941177
2020-07-06,4.933333333333334
2020-07-07,3.6571428571428575
2020-07-08,3.3833333333333333
2020-07-09,2.825
2020-07-10,2.211111111111111
2020-07-11,2.747058823529412
2020-07-12,2.811111111111112
2020-07-13,2.0444444444444443
2020-07-14,2.323529411764706
2020-07-15,3.25
2020-07-16,3.0
2020-07-17,1.9411764705882355
2020-07-18,1.3444444444444443
2020-07-19,1.688888888888889
2020-07-20,1.6625
2020-07-21,1.3222222222222222
2020-07-22,2.225
2020-07-23,1.76875
2020-07-24,1.9222222222222225
2020-07-25,1.6222222222222222
2020-07-26,1.2
2020-07-27,2.8
2020-07-28,4.6571428571428575
2020-07-29,4.864705882352942
2020-07-30,7.2555555555555555
2020-07-31,6.355555555555556
2020-08-01,4.752941176470588
2020-08-02,1.7777777777777777
2020-08-03,1.2333333333333334
2020-08-04,1.63125
2020-08-05,2.522222222222222
2020-08-06,1.8444444444444448
2020-08-07,1.55
2020-08-08,1.9666666666666663
2020-08-09,2.2125
2020-08-10,1.60625
2020-08-11,2.15
2020-08-12,2.45
2020-08-13,3.15625
2020-08-14,4.625
2020-08-15,5.175
2020-08-16,5.826666666666667
2020-08-17,5.800000000000001
2020-08-18,3.7
2020-08-19,3.6875
2020-08-20,5.142857142857143
2020-08-21,3.842857142857144
2020-08-22,3.826666666666666
2020-08-23,3.25
2020-08-24,2.0
2020-08-25,2.105882352941176
2020-08-26,3.033333333333333
2020-08-27,1.8333333333333333
2020-08-28,2.294117647058824
2020-08-29,2.4222222222222225
2020-08-30,1.6888888888888889
2020-08-31,1.7722222222222224
2020-09-01,0.9625
2020-09-02,1.0
2020-09-03,1.423529411764706
2020-09-04,1.8888888888888888
2020-09-05,4.15
2020-09-06,3.117647058823529
2020-09-07,2.6444444444444444
2020-09-08,2.344444444444445
2020-09-09,1.60625
2020-09-10,2.622222222222222
2020-09-11,3.822222222222222
2020-09-12,4.517647058823529
2020-09-13,4.855555555555555
2020-09-14,4.8375
2020-09-15,4.14
2020-09-16,3.3777777777777778
2020-09-17,4.133333333333333
2020-09-18,3.066666666666667
2020-09-19,3.033333333333333
2020-09-20,3.3
2020-09-21,3.68125
2020-09-22,5.2444444444444445
2020-09-23,3.2
2020-09-24,1.1222222222222222
2020-09-25,3.1
2020-09-26,3.6222222222222222
2020-09-27,2.223529411764705
2020-09-28,4.366666666666666
2020-09-29,4.3875
2020-09-30,1.9933333333333327
2020-10-01,4.922222222222222
2020-10-02,1.877777777777777
2020-10-03,3.86875
2020-10-04,7.711111111111112
2020-10-05,6.855555555555556
2020-10-06,3.947058823529412
2020-10-07,2.8
2020-10-08,2.522222222222222
2020-10-09,4.1066666666666665
2020-10-10,4.977777777777778
2020-10-11,3.111111111111111
2020-10-12,2.6411764705882352
2020-10-13,5.355555555555556
2020-10-14,5.75
2020-10-15,3.6
2020-10-16,8.377777777777778
2020-10-17,13.588888888888889
